Postcode,PriceAddress,EpcAddress,JaroDistance,Price,PropertyType,New,Duration,CurrentEnergyRating,PotentialEnergyRating,CurrentEnergyEfficiency,PotentialEnergyEfficiency,GlazedArea,HabitableRooms,HeatedRooms,FlatStoreyCount,TotalFloorArea,FloorLevel,PurchaseDate_year,PurchaseDate_month,PurchaseDate_day_of_week,PurchaseDate_hour,EpcInspectionDate_year,EpcInspectionDate_month,EpcInspectionDate_day_of_week,EpcInspectionDate_hour
WV100QJ,"59, LAWRENCE AVENUE, ","59, Lawrence Avenue, Heath Town, ",0.93,140000,T,N,F,E,B,50,84,Normal,6.0,5.0,,81.0,NODATA!,2020,February,Friday,0,2013,October,Thursday,0
WV100QJ,"23, LAWRENCE AVENUE, ","23, Lawrence Avenue, Heath Town, ",0.93,90000,S,N,F,E,C,46,75,Normal,4.0,4.0,,84.0,NODATA!,2020,January,Friday,0,2015,December,Thursday,0
WV60HZ,"45, CROWTHER ROAD, ","45, Crowther Road, ",1.0,154000,T,N,F,E,C,40,77,Normal,4.0,4.0,,104.0,NODATA!,2020,January,Thursday,0,2020,May,Wednesday,0
WV60HZ,"13, CROWTHER ROAD, ","13, Crowther Road, ",1.0,197500,T,N,F,E,C,41,70,Normal,6.0,6.0,,115.0,NODATA!,2020,March,Friday,0,2019,November,Thursday,0
WV113SX,"2, SEATON CLOSE, ","2, Seaton Close, ",1.0,134000,T,N,F,D,B,62,87,Normal,4.0,4.0,,52.0,NODATA!,2020,March,Friday,0,2019,October,Monday,0
WV37LY,"77, COALWAY ROAD, ","77, Coalway Road, ",1.0,281000,D,N,F,E,B,40,81,Normal,5.0,5.0,,102.0,NODATA!,2020,May,Friday,0,2019,February,Friday,0
WV140UG,"5, MORVILLE CROFT, ","5, Morville Croft, ",1.0,73000,F,N,L,C,C,71,79,Normal,3.0,3.0,,50.0,Ground,2020,January,Monday,0,2013,August,Sunday,0
WV112QJ,"61, PEACOCK AVENUE, ","61, Peacock Avenue, ",1.0,138000,T,N,F,E,B,46,81,Normal,4.0,4.0,,69.0,NODATA!,2020,February,Wednesday,0,2014,May,Monday,0
WV125YR,"31, GURNARD CLOSE, ","31, Gurnard Close, ",1.0,130000,T,N,F,C,B,71,86,Normal,5.0,4.0,,75.0,NODATA!,2020,July,Friday,0,2019,April,Thursday,0
WV125YR,"47, GURNARD CLOSE, ","47, Gurnard Close, ",1.0,180000,S,N,F,D,C,67,69,Normal,4.0,4.0,,72.0,NODATA!,2020,January,Monday,0,2011,July,Thursday,0
WV106JQ,"24, JONES ROAD, ","24, Jones Road, ",1.0,91500,T,N,F,F,C,35,76,Normal,4.0,4.0,,70.0,NODATA!,2020,February,Monday,0,2015,September,Wednesday,0
WV100AT,"54, TUMBLER GROVE, ","54, Tumbler Grove, ",1.0,235000,S,N,F,C,B,79,86,Normal,7.0,7.0,,161.0,NODATA!,2020,January,Friday,0,2019,October,Monday,0
WV100AT,"50, TUMBLER GROVE, ","50, Tumbler Grove, ",1.0,160000,T,N,F,C,B,78,88,Normal,6.0,6.0,,119.0,NODATA!,2020,February,Tuesday,0,2019,September,Monday,0
WV111NH,"5A, AMOS LANE, ","5a, Amos Lane, ",1.0,76000,F,N,L,C,C,71,77,Normal,2.0,2.0,2.0,38.46,1st,2020,May,Friday,0,2010,July,Wednesday,0
WV44HY,"25, FANCOURT AVENUE, ","25, Fancourt Avenue, ",1.0,210000,T,N,F,D,C,57,78,Normal,5.0,5.0,,90.0,NODATA!,2020,February,Friday,0,2019,March,Tuesday,0
WV44HY,"76, FANCOURT AVENUE, ","76, Fancourt Avenue, ",1.0,210000,S,N,F,D,B,61,83,Normal,4.0,4.0,,94.0,NODATA!,2020,May,Monday,0,2016,June,Monday,0
WV44HY,"31, FANCOURT AVENUE, ","31, Fancourt Avenue, ",1.0,275000,D,N,F,D,B,68,81,Normal,5.0,5.0,,93.0,NODATA!,2020,June,Wednesday,0,2012,July,Wednesday,0
WV44HY,"12, FANCOURT AVENUE, ","12, Fancourt Avenue, ",1.0,227000,T,N,F,D,C,63,77,Normal,4.0,4.0,,106.0,NODATA!,2020,June,Wednesday,0,2013,August,Friday,0
WV44HY,"32, FANCOURT AVENUE, ","32, Fancourt Avenue, ",1.0,184000,S,N,F,E,B,52,83,Normal,4.0,4.0,,84.0,NODATA!,2020,May,Tuesday,0,2019,October,Monday,0
WV108LB,"100, MORETON ROAD, ","100, Moreton Road, ",1.0,143500,S,N,F,D,B,60,84,Normal,5.0,5.0,,85.0,NODATA!,2020,March,Friday,0,2019,September,Wednesday,0
WV108LB,"106, MORETON ROAD, ","106, Moreton Road, ",1.0,165000,S,N,F,D,B,67,86,Normal,5.0,5.0,,85.0,NODATA!,2020,June,Friday,0,2020,January,Tuesday,0
WV68XB,"10, CORNWALL ROAD, ","10, Cornwall Road, ",1.0,125000,T,N,F,E,B,47,83,Normal,4.0,4.0,,81.0,NODATA!,2020,April,Tuesday,0,2014,June,Tuesday,0
WV109AR,"2, PROSSER STREET, ","2, Prosser Street, ",1.0,75000,T,N,F,D,C,58,80,Normal,6.0,6.0,,95.0,NODATA!,2020,February,Monday,0,2013,December,Monday,0
WV46QW,"34, SUTTON COURT, ","34, Sutton Court, ",1.0,77000,F,N,L,E,D,40,62,Normal,2.0,2.0,,40.0,1st,2020,February,Friday,0,2019,March,Saturday,0
WV30DB,"9, YEW STREET, ","9, Yew Street, ",1.0,164000,S,N,F,E,C,54,74,Normal,5.0,5.0,,107.0,NODATA!,2020,April,Thursday,0,2016,January,Tuesday,0
WV133TX,"40, ARNHEM ROAD, ","40, Arnhem Road, ",1.0,91000,D,N,F,D,C,60,77,Normal,3.0,3.0,,61.0,NODATA!,2020,May,Thursday,0,2015,October,Tuesday,0
WV100BT,"85, LESLIE ROAD, ","85, Leslie Road, ",1.0,90000,T,N,F,D,B,56,84,Normal,5.0,5.0,,93.0,NODATA!,2020,March,Friday,0,2014,September,Thursday,0
WV106QU,"9, ROMSEY GROVE, ","9, Romsey Grove, ",1.0,144000,S,N,F,E,B,51,85,Normal,3.0,3.0,,70.0,NODATA!,2020,June,Monday,0,2020,January,Wednesday,0
WV12SY,"3, HOLLOWAY STREET, ","3, Holloway Street, ",1.0,70000,T,N,F,E,B,50,88,Normal,4.0,4.0,,78.0,NODATA!,2020,April,Friday,0,2020,February,Monday,0
WV106RS,"21, MCLEAN ROAD, ","21, McLean Road, ",1.0,128000,S,N,F,D,B,58,84,Normal,5.0,5.0,,77.0,NODATA!,2020,April,Thursday,0,2014,March,Tuesday,0
WV69NB,"216, ALDERSLEY ROAD, ","216, Aldersley Road, ",1.0,135000,T,N,F,E,D,43,63,Normal,6.0,5.0,,74.7,NO DATA!,2020,January,Friday,0,2010,March,Monday,0
WV69NB,"224, ALDERSLEY ROAD, ","224, Aldersley Road, ",1.0,119000,T,N,F,D,B,61,87,Normal,4.0,4.0,,75.0,NODATA!,2020,February,Friday,0,2019,August,Saturday,0
WV111RH,"339, PRESTWOOD ROAD, ","339, Prestwood Road, ",1.0,110000,T,N,F,E,B,41,82,Normal,5.0,5.0,,74.0,NODATA!,2020,January,Thursday,0,2014,November,Monday,0
WV12AZ,"51, LEWIS AVENUE, ","51, Lewis Avenue, ",1.0,108000,T,N,F,C,C,74,75,Normal,3.0,3.0,,69.6,NO DATA!,2020,January,Tuesday,0,2011,February,Thursday,0
WV30LQ,"148, LEA ROAD, ","148, Lea Road, ",1.0,184000,S,N,F,E,C,49,75,Normal,7.0,7.0,,190.0,NODATA!,2020,January,Friday,0,2014,April,Monday,0
WV30LQ,"149, LEA ROAD, ","149, Lea Road, ",1.0,196500,S,N,F,E,C,48,75,Normal,7.0,7.0,,190.0,NODATA!,2020,February,Friday,0,2014,April,Monday,0
WV109AB,"23, SMESTOW STREET, ","23, Smestow Street, ",1.0,69000,T,N,F,E,B,53,87,Normal,4.0,4.0,,73.0,NODATA!,2020,March,Monday,0,2019,November,Friday,0
WV44TE,"62, FAIRVIEW ROAD, ","62, Fairview Road, Penn, ",0.95,200000,S,N,F,D,B,64,85,Normal,6.0,6.0,,88.0,NODATA!,2020,June,Friday,0,2020,February,Monday,0
WV44TE,"82, FAIRVIEW ROAD, ","82, Fairview Road, Penn, ",0.95,170000,S,N,F,D,C,59,75,Normal,6.0,6.0,,106.0,NODATA!,2020,March,Monday,0,2017,November,Thursday,0
WV60LR,"22, THE LINDENS, ","22, The Lindens, Newbridge Crescent, ",0.89,75000,F,N,L,E,C,46,78,Normal,3.0,3.0,,59.0,2nd,2020,January,Friday,0,2020,June,Saturday,0
WV60LR,"58, THE LINDENS, ","58, The Lindens, Newbridge Crescent, ",0.89,66000,F,N,L,D,C,65,79,Normal,6.0,6.0,,125.0,NODATA!,2020,March,Monday,0,2018,December,Thursday,0
WV21DS,"72, VICARAGE ROAD, ","72, Vicarage Road, ",1.0,78000,T,N,F,D,B,68,84,Normal,5.0,5.0,,86.0,NODATA!,2020,June,Monday,0,2015,April,Tuesday,0
WV45AN,"118, ROSEMARY CRESCENT WEST, ","118, Rosemary Crescent West, ",1.0,161000,T,N,F,E,B,50,84,Normal,5.0,2.0,,87.0,NODATA!,2020,May,Friday,0,2020,February,Monday,0
WV14AT,"55, BRIGHT STREET, ","55, Bright Street, ",1.0,73000,T,N,F,D,B,66,85,Normal,5.0,5.0,,84.0,NODATA!,2020,January,Wednesday,0,2019,August,Wednesday,0
WV108TB,"2, BLACKBROOK WAY, ","2, Blackbrook Way, ",1.0,194000,S,N,F,D,C,55,75,Normal,5.0,5.0,,80.0,NODATA!,2020,April,Friday,0,2019,October,Thursday,0
WV30AJ,"110, OWEN ROAD, ","110, Owen Road, ",1.0,110000,T,N,F,D,B,63,82,Normal,5.0,5.0,,107.0,NODATA!,2020,May,Friday,0,2014,July,Tuesday,0
WV30AJ,"103, OWEN ROAD, ","103, Owen Road, ",1.0,102000,T,N,F,E,B,53,83,Normal,5.0,5.0,,79.0,NODATA!,2020,January,Friday,0,2019,July,Thursday,0
WV30AJ,"123, OWEN ROAD, ","123, Owen Road, ",1.0,102000,T,N,F,D,B,66,89,Normal,5.0,5.0,,91.0,NODATA!,2020,February,Friday,0,2015,May,Thursday,0
WV39NL,"9, CRANMORE ROAD, ","9, Cranmore Road, ",1.0,155000,T,N,F,D,B,55,81,Normal,5.0,5.0,,105.0,NODATA!,2020,January,Friday,0,2018,July,Monday,0
WV45BT,"34, ROSEMARY AVENUE, ","34, Rosemary Avenue, ",1.0,235000,D,N,F,D,B,57,81,Normal,6.0,6.0,,105.0,NODATA!,2020,March,Friday,0,2019,November,Friday,0
WV45BT,"8, ROSEMARY AVENUE, ","8, Rosemary Avenue, ",1.0,240000,D,N,F,E,C,40,76,Normal,5.0,5.0,,116.0,NODATA!,2020,July,Friday,0,2020,June,Tuesday,0
WV60TL,"26, ROXBY GARDENS, ","26, Roxby Gardens, ",1.0,86000,S,N,F,D,B,68,88,Normal,4.0,4.0,,63.0,NODATA!,2020,January,Monday,0,2019,September,Wednesday,0
WV12AS,"21, RUDGE AVENUE, ","21, Rudge Avenue, ",1.0,97000,S,N,F,E,B,47,85,Normal,4.0,4.0,,70.0,NODATA!,2020,June,Friday,0,2019,December,Tuesday,0
WV12AS,"7, RUDGE AVENUE, ","7, Rudge Avenue, ",1.0,146000,S,N,F,D,B,63,81,Normal,3.0,3.0,,70.0,NODATA!,2020,June,Friday,0,2020,February,Wednesday,0
WV146DW,"12, OAKLANDS GREEN, ","12, Oaklands Green, ",1.0,126000,T,N,F,B,B,87,90,Normal,5.0,5.0,,84.0,NODATA!,2020,January,Wednesday,0,2015,May,Monday,0
WV45UD,"11, BELMONT ROAD, ","11, Belmont Road, ",1.0,150000,T,N,F,E,C,44,76,Normal,5.0,5.0,,104.0,NODATA!,2020,January,Friday,0,2019,June,Monday,0
WV45UD,"45, BELMONT ROAD, ","45, Belmont Road, ",1.0,145000,T,N,F,D,B,61,87,Normal,4.0,4.0,,73.0,NODATA!,2020,March,Thursday,0,2020,February,Friday,0
WV45EN,"14, FENMERE CLOSE, ","14, Fenmere Close, ",1.0,185000,S,N,F,D,C,63,79,Normal,5.0,5.0,,75.0,NODATA!,2020,April,Thursday,0,2019,December,Monday,0
WV45EN,"26, FENMERE CLOSE, ","26, Fenmere Close, ",1.0,270000,D,N,F,D,C,68,80,Normal,6.0,6.0,,117.0,NODATA!,2020,May,Friday,0,2017,April,Thursday,0
WV46DA,"23, NEWMAN AVENUE, ","23, Newman Avenue, ",1.0,90000,S,N,F,C,B,69,85,Normal,5.0,4.0,,74.0,NODATA!,2020,March,Friday,0,2019,August,Thursday,0
WV68TR,"39, CRANMERE AVENUE, ","39, Cranmere Avenue, ",1.0,470000,D,N,F,D,C,65,75,Normal,9.0,9.0,,152.0,NODATA!,2020,June,Monday,0,2020,January,Monday,0
WV68TR,"41, CRANMERE AVENUE, ","41, Cranmere Avenue, ",1.0,407000,D,N,F,D,B,60,82,Normal,6.0,6.0,,131.0,NODATA!,2020,February,Friday,0,2019,August,Tuesday,0
WV149PT,"8, FOSTER AVENUE, ","8, Foster Avenue, ",1.0,153000,T,N,F,D,C,58,74,Normal,5.0,5.0,,83.0,NODATA!,2020,June,Wednesday,0,2014,September,Wednesday,0
WV109QH,"69, PARK LANE, ","69, Park Lane, ",1.0,108000,S,N,F,E,B,51,88,Normal,4.0,1.0,,78.0,NODATA!,2020,March,Friday,0,2020,January,Wednesday,0
WV109RE,"15, MASSBROOK GROVE, ","15, Massbrook Grove, ",1.0,139000,S,N,F,E,B,53,83,Normal,8.0,8.0,,110.0,NODATA!,2020,June,Friday,0,2019,October,Thursday,0
WV109RE,"3, MASSBROOK GROVE, ","13, Massbrook Grove, ",0.98,150000,S,N,F,E,B,51,84,Normal,5.0,5.0,,91.0,NODATA!,2020,July,Wednesday,0,2020,February,Monday,0
WV44QX,"11, ARLEY GROVE, ","11, Arley Grove, ",1.0,152500,T,N,F,D,C,59,75,More Than Typical,5.0,5.0,,80.0,NODATA!,2020,January,Friday,0,2019,August,Tuesday,0
WV44QX,"15, ARLEY GROVE, ","15, Arley Grove, ",1.0,140000,S,N,F,C,B,69,84,Normal,5.0,5.0,,83.0,NODATA!,2020,June,Friday,0,2020,February,Thursday,0
WV60LT,"11, THE COURTLANDS, ","11, The Courtlands, ",1.0,108000,F,N,L,D,C,59,77,Normal,3.0,3.0,,58.0,2nd,2020,July,Friday,0,2013,December,Thursday,0
WV60LT,"6, THE COURTLANDS, ","6, The Courtlands, ",1.0,82300,F,N,L,D,C,59,74,Normal,3.0,3.0,,58.0,2nd,2020,February,Friday,0,2019,August,Monday,0
WV12RJ,"10, STANTON ROAD, ","10, Stanton Road, ",1.0,81500,S,N,F,D,B,56,87,Normal,4.0,3.0,,75.0,NODATA!,2020,May,Tuesday,0,2019,March,Wednesday,0
WV45NY,"27, PETERDALE DRIVE, ","27, Peterdale Drive, ",1.0,230000,T,N,F,D,C,58,70,Normal,5.0,5.0,,101.0,NODATA!,2020,July,Thursday,0,2020,March,Tuesday,0
WV69AT,"6, CHURCH HILL ROAD, ","6, Church Hill Road, ",1.0,356000,D,N,F,D,C,58,78,Normal,8.0,8.0,,134.0,NODATA!,2020,June,Monday,0,2019,August,Friday,0
WV39AZ,"184, WESTACRE CRESCENT, ","184, Westacre Crescent, ",1.0,162000,S,N,F,D,B,67,84,Normal,5.0,5.0,,66.0,NODATA!,2020,January,Tuesday,0,2019,August,Monday,0
WV148DA,"22, WILLIS PEARSON AVENUE, ","22, Willis Pearson Avenue, ",1.0,86000,O,N,F,D,B,62,84,Normal,4.0,4.0,,26.0,NODATA!,2020,July,Monday,0,2020,January,Thursday,0
WV113NL,"42, STUBBY LANE, ","42, Stubby Lane, ",1.0,175000,S,N,F,D,B,63,85,Normal,4.0,4.0,,69.0,NODATA!,2020,June,Friday,0,2020,February,Saturday,0
WV113NL,"28, STUBBY LANE, ","28, Stubby Lane, ",1.0,178000,S,N,F,D,B,59,85,Normal,5.0,5.0,,68.0,NODATA!,2020,June,Friday,0,2019,November,Wednesday,0
WV113NL,"53, STUBBY LANE, ","53, Stubby Lane, ",1.0,179995,S,N,F,C,B,69,85,Normal,5.0,5.0,,76.0,NODATA!,2020,March,Friday,0,2019,December,Friday,0
WV37JL,"170, TRYSULL ROAD, ","170, Trysull Road, ",1.0,338000,D,N,F,C,C,69,77,Normal,5.0,5.0,,144.0,NODATA!,2020,January,Friday,0,2019,April,Friday,0
WV112PS,"39, PARRY ROAD, ","39, Parry Road, ",1.0,86000,F,N,L,C,C,71,75,Normal,2.0,2.0,,50.0,1st,2020,January,Friday,0,2019,August,Thursday,0
WV30BF,"BELVEDERE RESIDENCE, 16, CHAPEL ASH, ","5 Belvedere Residence, Chapel Ash, ",0.81,95371,F,Y,L,E,C,53,79,Normal,3.0,3.0,,70.0,1st,2020,April,Wednesday,0,2019,August,Wednesday,0
WV113EH,"9, GADSBY AVENUE, ","9, Gadsby Avenue, ",1.0,135000,S,N,F,F,C,27,77,Normal,6.0,4.0,,67.0,NODATA!,2020,March,Friday,0,2013,March,Tuesday,0
WV68NT,"BEWICK COURT, FLAT 7, THE HOLLOWAY, ","8 Bewick Court, The Holloway, ",0.76,155000,F,N,L,B,B,83,85,Normal,3.0,3.0,3.0,60.86,1st,2020,February,Friday,0,2009,June,Monday,0
WV44LE,"203, WARSTONES ROAD, ","203, Warstones Road, Penn, ",0.96,160500,T,N,F,D,D,61,66,Normal,4.0,3.0,,72.9,NODATA!,2020,June,Wednesday,0,2011,December,Tuesday,0
WV37AF,"138, JEFFCOCK ROAD, ","138, Jeffcock Road, ",1.0,100000,T,N,F,D,B,61,83,Normal,10.0,10.0,,89.0,NODATA!,2020,May,Thursday,0,2020,March,Thursday,0
WV37BY,"56, CHURCH WALK, ","56, Church Walk, Penn Fields, ",0.91,200000,S,N,F,C,C,76,76,Normal,4.0,4.0,,84.04,NODATA!,2020,January,Friday,0,2011,July,Thursday,0
WV37BY,"60, CHURCH WALK, ","60, Church Walk, Penn Fields, ",0.91,170000,T,N,F,C,B,77,87,Normal,5.0,5.0,,120.0,NODATA!,2020,February,Friday,0,2019,March,Monday,0
WV37BY,"26, CHURCH WALK, ","26, Church Walk, Penn Fields, ",0.91,236500,T,N,F,E,C,46,73,Normal,5.0,5.0,,95.0,NODATA!,2020,March,Friday,0,2016,April,Friday,0
WV37BY,"31, CHURCH WALK, ","31, Church Walk, Penn Fields, ",0.91,226000,S,N,F,E,C,54,73,Normal,6.0,6.0,,101.0,NODATA!,2020,January,Friday,0,2019,July,Saturday,0
WV112JS,"179, GRIFFITHS DRIVE, ","179, Griffiths Drive, ",1.0,152000,S,N,F,E,C,50,79,Normal,4.0,4.0,,92.0,NODATA!,2020,July,Monday,0,2014,April,Monday,0
WV60QJ,"66, CRADDOCK STREET, ","66, Craddock Street, ",1.0,110000,T,N,F,D,B,66,84,Normal,5.0,5.0,,99.0,NODATA!,2020,April,Thursday,0,2016,February,Wednesday,0
WV81UX,"38, WHEATSHEAF ROAD, ","38, Wheatsheaf Road, ",1.0,65000,F,N,L,D,C,64,78,Normal,4.0,3.0,,62.0,1st,2020,March,Friday,0,2019,September,Monday,0
WV69AP,"26B, CLIFTON ROAD, ","26b, Clifton Road, ",1.0,500000,D,N,F,D,C,61,74,Normal,6.0,6.0,,185.0,NODATA!,2020,February,Tuesday,0,2019,April,Thursday,0
WV69AP,"NEWLANDS HOUSE, 40, CLIFTON ROAD, ","2 Croome House, Clifton Road, ",0.75,800000,D,N,F,E,E,39,51,Normal,3.0,3.0,2.0,108.73,1st,2020,January,Tuesday,0,2008,October,Monday,0
WV108UG,"2, BARNABY SQUARE, ","2, Barnaby Square, ",1.0,220000,D,N,F,D,B,65,84,Normal,4.0,4.0,,79.0,NODATA!,2020,February,Friday,0,2019,October,Wednesday,0
WV95SA,"35, FUCHSIA DRIVE, ","35, Fuchsia Drive, Pendeford, ",0.93,195000,D,N,F,C,B,69,86,Normal,5.0,5.0,,79.0,NODATA!,2020,March,Thursday,0,2018,September,Sunday,0
WV44YR,"27, WARNFORD WALK, ","27, Warnford Walk, ",1.0,150000,T,N,F,E,C,48,75,Normal,5.0,2.0,,89.0,NODATA!,2020,February,Friday,0,2013,October,Friday,0
WV45AG,"11, PATRICIA AVENUE, ","11, Patricia Avenue, ",1.0,210000,T,N,F,D,B,60,82,Normal,5.0,5.0,,98.0,NODATA!,2020,January,Wednesday,0,2019,September,Wednesday,0
WV81XF,"36, GRANGEFIELD CLOSE, ","36, Grangefield Close, ",1.0,60000,F,N,L,C,C,77,79,Normal,3.0,3.0,,54.0,1st,2020,February,Wednesday,0,2019,May,Monday,0
WV100NF,"2A, THORNEYCROFT LANE, ","2a, Thorneycroft Lane, ",1.0,130000,S,N,F,D,C,55,77,Normal,4.0,4.0,,75.0,NODATA!,2020,February,Monday,0,2019,July,Friday,0
WV100NF,"46, THORNEYCROFT LANE, ","46, Thorneycroft Lane, ",1.0,87000,T,N,F,E,B,43,81,Normal,5.0,5.0,,72.0,NODATA!,2020,April,Friday,0,2019,December,Monday,0
WV148DF,"32, MERVYN ROAD, ","32, Mervyn Road, ",1.0,143250,S,N,F,D,B,58,84,Normal,4.0,4.0,,79.0,NODATA!,2020,February,Friday,0,2019,September,Thursday,0
WV68JJ,"8, WOODHOUSE ROAD, ","8, Woodhouse Road, ",1.0,152000,S,N,F,D,B,56,83,Normal,3.0,3.0,,72.0,NODATA!,2020,June,Friday,0,2019,February,Monday,0
WV24PN,"46, GOLDTHORN ROAD, ","46, Goldthorn Road, ",1.0,185000,S,N,F,E,C,54,78,Normal,3.0,3.0,,104.0,NODATA!,2020,July,Friday,0,2015,March,Friday,0
WV60SP,"108, DUNSTALL HILL, ","108, Dunstall Hill, ",1.0,120000,T,N,F,E,B,47,82,Normal,5.0,5.0,,88.0,NODATA!,2020,April,Friday,0,2019,May,Friday,0
WV109EN,"49, STANLEY ROAD, ","49, Stanley Road, ",1.0,215000,D,N,F,D,B,59,83,Normal,6.0,6.0,,99.0,NODATA!,2020,February,Friday,0,2014,August,Wednesday,0
WV12QZ,"24, COLLIERY ROAD, ","24, Colliery Road, ",1.0,96000,T,N,F,D,B,66,87,Normal,5.0,5.0,,81.0,NODATA!,2020,March,Wednesday,0,2019,July,Wednesday,0
WV148EF,"12, EDINBURGH ROAD, ","12, Edinburgh Road, ",1.0,155000,D,N,F,D,B,63,89,Normal,4.0,4.0,,50.0,NODATA!,2020,July,Friday,0,2016,January,Friday,0
WV112PY,"51, GORSE ROAD, ","51, Gorse Road, ",1.0,169995,S,N,F,C,B,71,85,Normal,5.0,5.0,,92.0,NODATA!,2020,June,Friday,0,2014,May,Friday,0
WV146RS,"22, HADLEY ROAD, ","22, Hadley Road, ",1.0,168500,S,N,F,D,B,61,84,More Than Typical,5.0,5.0,,105.0,NODATA!,2020,July,Friday,0,2019,August,Wednesday,0
WV38AR,"25, WOODLAND ROAD, ","25, Woodland Road, ",1.0,266000,T,N,F,E,B,54,81,Normal,5.0,5.0,,89.0,NODATA!,2020,February,Friday,0,2019,February,Saturday,0
WV125YP,"19, GOREY CLOSE, ","19, Gorey Close, ",1.0,210000,T,N,F,D,B,66,85,Normal,6.0,6.0,,82.0,NODATA!,2020,June,Monday,0,2020,March,Monday,0
WV45SJ,"6, SAFFRON GARDENS, ","6, Saffron Gardens, ",1.0,225100,D,N,F,D,B,65,86,Normal,3.0,3.0,,53.0,NODATA!,2020,February,Friday,0,2019,November,Monday,0
WV109AZ,"40, COMET DRIVE, ","40, Comet Drive, ",1.0,147500,S,Y,F,A,A,95,96,NO DATA!,,,,61.0,NO DATA!,2020,March,Monday,0,2020,February,Thursday,0
WV109AZ,"25, COMET DRIVE, ","25, Comet Drive, ",1.0,219995,D,Y,F,B,A,91,92,NO DATA!,,,,90.0,NO DATA!,2020,February,Friday,0,2019,November,Tuesday,0
WV22RN,"44, CONINGSBY DRIVE, ","44, Coningsby Drive, ",1.0,225000,D,N,F,C,B,79,88,NO DATA!,,,,114.0,NO DATA!,2020,February,Wednesday,0,2015,June,Monday,0
WV22RN,"30, CONINGSBY DRIVE, ","30, Coningsby Drive, ",1.0,178000,S,N,F,C,B,79,91,NO DATA!,,,,84.0,NO DATA!,2020,February,Wednesday,0,2015,June,Wednesday,0
WV112JT,"292, GRIFFITHS DRIVE, ","292, Griffiths Drive, ",1.0,72500,F,N,L,D,C,58,79,Normal,2.0,2.0,2.0,53.32,Ground,2020,February,Wednesday,0,2010,October,Monday,0
WV106XD,"270, RENTON ROAD, ","270, Renton Road, ",1.0,75000,F,N,L,C,C,72,76,Normal,2.0,2.0,,39.0,1st,2020,July,Thursday,0,2019,October,Thursday,0
WV60PS,"113, LEICESTER STREET, ","113, Leicester Street, ",1.0,95000,S,N,F,E,C,41,75,Normal,7.0,7.0,,125.0,NODATA!,2020,January,Friday,0,2013,September,Thursday,0
WV60PS,"112, LEICESTER STREET, ","112, Leicester Street, ",1.0,134000,S,N,F,D,B,57,83,Normal,5.0,5.0,,104.0,NODATA!,2020,July,Wednesday,0,2017,August,Thursday,0
WV60PS,"112, LEICESTER STREET, ","112, Leicester Street, ",1.0,85000,S,N,F,D,B,57,83,Normal,5.0,5.0,,104.0,NODATA!,2020,May,Thursday,0,2017,August,Thursday,0
WV113EU,"27, HYDE ROAD, ","27, Hyde Road, ",1.0,165000,S,N,F,D,B,62,85,Normal,5.0,5.0,,82.0,NODATA!,2020,January,Thursday,0,2019,April,Monday,0
WV113EU,"44, HYDE ROAD, ","44, Hyde Road, ",1.0,150000,S,N,F,D,B,65,88,Normal,5.0,5.0,,81.0,NODATA!,2020,March,Friday,0,2020,February,Tuesday,0
WV113EU,"41, HYDE ROAD, ","41, Hyde Road, ",1.0,125000,T,N,F,F,B,35,87,Normal,4.0,1.0,,70.0,NODATA!,2020,June,Friday,0,2019,December,Monday,0
WV109AS,"51, PROSSER STREET, ","51, Prosser Street, ",1.0,65000,T,N,F,D,B,62,86,Normal,5.0,5.0,,68.0,NODATA!,2020,March,Wednesday,0,2016,September,Thursday,0
WV39AW,"36, WHITE OAK DRIVE, ","36, White Oak Drive, ",1.0,75000,F,N,L,C,C,71,74,Normal,2.0,2.0,,51.0,Ground,2020,April,Tuesday,0,2020,January,Tuesday,0
WV39SB,"54, MERRIDALE ROAD, ","54, Merridale Road, ",1.0,220000,T,N,F,D,C,68,79,Normal,6.0,6.0,,150.0,NODATA!,2020,July,Friday,0,2016,July,Monday,0
WV112LQ,"474, GRIFFITHS DRIVE, ","474, Griffiths Drive, ",1.0,102000,S,N,F,D,B,68,84,Normal,4.0,4.0,,70.0,NODATA!,2020,June,Tuesday,0,2019,October,Thursday,0
WV112LQ,"463, GRIFFITHS DRIVE, ","463, Griffiths Drive, ",1.0,127000,S,N,F,D,C,62,80,Normal,3.0,3.0,,74.0,NODATA!,2020,March,Tuesday,0,2014,August,Wednesday,0
WV112LQ,"510, GRIFFITHS DRIVE, ","510, Griffiths Drive, ",1.0,97000,S,N,F,G,B,14,87,Normal,4.0,1.0,,66.0,NODATA!,2020,June,Wednesday,0,2019,September,Thursday,0
WV109AG,"50, CROWTHER STREET, ","50, Crowther Street, ",1.0,60000,T,N,F,E,B,45,86,Normal,4.0,4.0,,61.0,NODATA!,2020,January,Tuesday,0,2014,April,Tuesday,0
WV109YF,"16, MICKLEY AVENUE, ","16, Mickley Avenue, ",1.0,80000,S,N,F,E,B,54,82,Normal,5.0,5.0,,84.0,NODATA!,2020,January,Friday,0,2015,September,Tuesday,0
WV113ND,"5, WALTON HALL GARDENS, ","5, Walton Hall Gardens, ",1.0,180000,S,N,F,B,A,83,96,NO DATA!,,,,68.0,NO DATA!,2020,April,Friday,0,2017,May,Friday,0
